date,population,group,variable,value,est,se,rate,lci,uci
2020-03-01,439330,Autism,Any antipsychotic,24190,-2.8993115144902095,0.006429572026539456,55.06111578995287,54.70823204152444,55.416275739517005
2020-04-01,444505,Autism,Any antipsychotic,22855,-2.9677913917009127,0.006614688348413606,51.416744468566144,51.07776109868194,51.75797754013238
2020-05-01,447525,Autism,Any antipsychotic,23020,-2.967368998782519,0.006590939730648379,51.43846712474162,51.10055409355487,51.778614676055824
2020-06-01,450260,Autism,Any antipsychotic,23605,-2.9483666396945774,0.006508756098652695,52.42526540221208,52.085150200465264,52.76760155081252
2020-07-01,453585,Autism,Any antipsychotic,24190,-2.931243358461753,0.006429572026539456,53.3306877432014,52.98889421564414,53.6746859367969
2020-08-01,457545,Autism,Any antipsychotic,23470,-2.97015223067129,0.0065274485175749915,51.29550098897372,50.96176266194016,51.63142490114236
2020-09-01,461095,Autism,Any antipsychotic,24595,-2.9310609252717774,0.006376415173209771,53.34041791821643,53.001379342155076,53.68162525210041
2020-10-01,466160,Autism,Any antipsychotic,24940,-2.928055982582929,0.006332158475114782,53.50094388192892,53.163237759437614,53.84079519779022
2020-11-01,471245,Autism,Any antipsychotic,24530,-2.95548127035596,0.006384857749321767,52.05360269074471,51.72230660688727,52.38702082024124
2020-12-01,476655,Autism,Any antipsychotic,25430,-2.9308633793278087,0.006270855882846589,53.350956142283216,53.017446772598625,53.68656347228914
2021-01-01,481260,Autism,Any antipsychotic,25340,-2.944023489713895,0.006281982102131471,52.65345135685494,52.32372008514569,52.98526051429874
2021-02-01,486710,Autism,Any antipsychotic,25130,-2.963606111610739,0.006308175330827459,51.63238889687905,51.30770788401658,51.95912452813048
2021-03-01,492240,Autism,Any antipsychotic,26550,-2.9199366547442875,0.006137164119300389,53.93710385177959,53.607096683201924,54.269142556068964
2021-04-01,499315,Autism,Any antipsychotic,25840,-2.961313480199792,0.006220907522394704,51.75089873126179,51.429960474678026,52.0738397380633
2021-05-01,505235,Autism,Any antipsychotic,25965,-2.9682741902736103,0.006205915194429109,51.39192652923888,51.07398018597323,51.71185215582703
2021-06-01,511810,Autism,Any antipsychotic,27105,-2.938235249704881,0.0060740070853734715,52.95910591821186,52.63840688371038,53.28175880878192
2021-07-01,518800,Autism,Any antipsychotic,27195,-2.948485319567365,0.006063947999665341,52.41904394757131,52.10213940829104,52.73787601781591
2021-08-01,525550,Autism,Any antipsychotic,26700,-2.97978176786316,0.006119900613599582,50.80391970316808,50.49395421024084,51.115787970562245
2021-09-01,531520,Autism,Any antipsychotic,27460,-2.963010426085106,0.00603461730121156,51.66315472606858,51.3523261676977,51.975864686897914
2021-10-01,538615,Autism,Any antipsychotic,27490,-2.975178727793974,0.006031323595534849,51.03831122415826,50.73140909676117,51.34706997090572
2021-11-01,544795,Autism,Any antipsychotic,28000,-2.9682050669381006,0.005976143046652912,51.395479033397905,51.08924824962823,51.70354537545315
2021-12-01,550590,Autism,Any antipsychotic,27915,-2.9818262517761664,0.005985234683015178,50.70015801231407,50.39761197583567,51.00452028770936
2019-01-01,230530,Care Home,Any antipsychotic,36275,-1.8492522070412527,0.005250447127416876,157.3547911334751,156.53077324654436,158.1831468605883
2019-02-01,230490,Care Home,Any antipsychotic,34470,-1.9001180970188793,0.005386161339158657,149.55095665755564,148.74761647860262,150.3586354300162
2019-03-01,230010,Care Home,Any antipsychotic,36095,-1.8519684346477892,0.005263522417211839,156.92795965392799,156.10413582996446,157.75613112498823
2019-04-01,231065,Care Home,Any antipsychotic,36425,-1.8474437041404972,0.00523962517061259,157.6396252136844,156.81581278442113,158.46776543940243
2019-05-01,232390,Care Home,Any antipsychotic,37090,-1.8350696032905747,0.005192441153577109,159.60239252979906,158.77581433507982,160.43327384533583
2019-06-01,232935,Care Home,Any antipsychotic,36395,-1.8563280421190416,0.005241784208615312,156.24530448408345,155.42844309030573,157.0664589308145
2019-07-01,233655,Care Home,Any antipsychotic,37670,-1.824981646742729,0.005152312425903992,161.22060302582872,160.39208034624733,162.05340552913395
2019-08-01,235795,Care Home,Any antipsychotic,37620,-1.8354269595950523,0.005155735207405442,159.54536779829934,158.72491097484945,160.37006560317434
2019-09-01,237510,Care Home,Any antipsychotic,37175,-1.8545732355052338,0.005186501542602274,156.51972548524265,155.7100372273019,157.33362410165944
2019-10-01,240575,Care Home,Any antipsychotic,38830,-1.823838747498889,0.005074769309393918,161.4049672659253,160.5879491343377,162.22614211432102
2019-11-01,242830,Care Home,Any antipsychotic,38795,-1.83407023769106,0.005077057966222922,159.76197339702657,158.95290817072416,160.57515673949274
2019-12-01,243455,Care Home,Any antipsychotic,38110,-1.854455405630209,0.005122482998018093,156.53816927152866,155.7383554262208,157.34209066109176
2020-01-01,243440,Care Home,Any antipsychotic,39060,-1.8297715801401833,0.005059806172649346,160.45021360499499,159.6404170582522,161.26411794886835
2020-02-01,243485,Care Home,Any antipsychotic,38065,-1.8557601142242988,0.005125509973560935,156.3340657535372,155.53482395095486,157.13741459429127
2020-03-01,244985,Care Home,Any antipsychotic,39480,-1.8254027696153547,0.005032820347315045,161.15272363614096,160.34370845128856,161.96582071217355
2020-04-01,246465,Care Home,Any antipsychotic,39825,-1.8227251397757924,0.00501097352001096,161.58480920211784,160.77713730326204,162.39653848069284
2020-05-01,241460,Care Home,Any antipsychotic,37845,-1.8532049571431106,0.0051403861551629565,156.73403462271182,155.9304283538751,157.54178237337564
2020-06-01,240335,Care Home,Any antipsychotic,38615,-1.8283929813843258,0.005088877310127006,160.67156261052293,159.85600164604065,161.4912844427858
2020-07-01,250310,Care Home,Any antipsychotic,40995,-1.809250041649056,0.004938949147858574,163.77691662338702,162.97002499916397,164.5878033018739
2020-08-01,260090,Care Home,Any antipsychotic,41590,-1.8331679712094415,0.004903492775982667,159.90618632011982,159.12400676380835,160.69221070708105
2020-09-01,266485,Care Home,Any antipsychotic,43910,-1.8031758722699665,0.004772196099669034,164.77475280034525,163.99028866482365,165.56296949941762
2020-10-01,272870,Care Home,Any antipsychotic,44990,-1.8025552484409981,0.004714569078018677,164.87704767838156,164.1015529458851,165.65620716644756
2020-11-01,278815,Care Home,Any antipsychotic,45130,-1.821001265608792,0.004707250749281218,161.86360131269825,161.10345924740602,162.62732999222044
2020-12-01,284975,Care Home,Any antipsychotic,47035,-1.801509451698927,0.0046109395204614245,165.0495657513818,164.29028403210896,165.8123565566156
2021-01-01,293850,Care Home,Any antipsychotic,48095,-1.8098912114540797,0.0045598445301863735,163.67194146673486,162.92732182478198,164.41996421140234
2021-02-01,297625,Care Home,Any antipsychotic,47345,-1.8383730873715636,0.004595819246485601,159.07601847963036,158.34661124799499,159.80878564998102
2021-03-01,297505,Care Home,Any antipsychotic,49655,-1.7903319412118208,0.00448764513033154,166.90475790322841,166.15742671199098,167.65545038815253
2021-04-01,299800,Care Home,Any antipsychotic,48970,-1.8119077199542708,0.00451892307011966,163.34222815210148,162.60576245814715,164.08202940877007
2021-05-01,301700,Care Home,Any antipsychotic,49145,-1.814658034146422,0.0045108701980882794,162.89360291680487,162.16046580427695,163.63005458583154
2021-06-01,303750,Care Home,Any antipsychotic,50505,-1.7941326533736102,0.00444972131711425,166.2716049382717,165.53338628504767,167.0131157779978
2021-07-01,307515,Care Home,Any antipsychotic,51525,-1.7864567397681255,0.004405457336363117,167.55280230232668,166.81627913210394,168.29257735170117
2021-08-01,309510,Care Home,Any antipsychotic,50565,-1.8117307644262597,0.004447080532717206,163.37113501987025,162.64622349037637,164.099277468068
2021-09-01,312360,Care Home,Any antipsychotic,52230,-1.7884993263462667,0.004375623912730498,167.2109104878986,166.48085681445926,167.94416560068842
2021-10-01,317000,Care Home,Any antipsychotic,52900,-1.7904984350130264,0.004347826086952636,166.8769716088329,166.15299456198585,167.60410323478183
2021-11-01,320630,Care Home,Any antipsychotic,53780,-1.7853861595046328,0.004312107717102504,167.73227707949962,167.01055462390815,168.45711839966873
2021-12-01,325200,Care Home,Any antipsychotic,54060,-1.7943458368253542,0.004300926089087527,166.2361623616236,165.5227282274692,166.9526715312684
2019-01-01,416385,Dementia,Any antipsychotic,35350,-2.4663119206946305,0.005318697504080776,84.89739063607004,84.44704578204937,85.35013711924974
2019-02-01,416795,Dementia,Any antipsychotic,33330,-2.5261366018863267,0.0054774994568593935,79.96737005002453,79.53054626719377,80.40659309988163
2019-03-01,416545,Dementia,Any antipsychotic,34730,-2.4843906322319533,0.005365962191874431,83.37634589300077,82.93014977960993,83.8249427131567
2019-04-01,417770,Dementia,Any antipsychotic,34920,-2.4818713108817434,0.005351344158888494,83.58666251765328,83.14055621818909,84.03516248441386
2019-05-01,419225,Dementia,Any antipsychotic,35535,-2.4678896423543155,0.005304834509306411,84.76355179199707,84.31508574809232,85.21440319542263
2019-06-01,421180,Dementia,Any antipsychotic,34845,-2.492150640861149,0.005357100150827638,82.73184861579381,82.28983084094428,83.1762406781013
2019-07-01,423845,Dementia,Any antipsychotic,36275,-2.4582390235884164,0.00525044712741688,85.58553244700312,85.13734774864841,86.03607650384326
2019-08-01,426975,Dementia,Any antipsychotic,36165,-2.4686336632040113,0.005258425983771071,84.7005093975057,84.25628701690616,85.14707384099944
2019-09-01,429115,Dementia,Any antipsychotic,35550,-2.4907847920237582,0.0053037152278277095,82.8449250200995,82.4067022613262,83.28547816197315
2019-10-01,431610,Dementia,Any antipsychotic,37185,-2.4516169485617874,0.005185804104080655,86.15416695628002,85.70854477701735,86.60210604720147
2019-11-01,434280,Dementia,Any antipsychotic,36655,-2.4721396426881013,0.005223160702155054,84.40407110619878,83.96436440791946,84.84608047159021
2019-12-01,435570,Dementia,Any antipsychotic,36310,-2.4845623327374615,0.005247916007136755,83.36203136120486,82.92570033811909,83.80065823178946
2020-01-01,435790,Dementia,Any antipsychotic,36795,-2.471798509563041,0.005213214522043151,84.43286904242879,83.99384773382499,84.87418503944855
2020-02-01,435725,Dementia,Any antipsychotic,35700,-2.5018606216221526,0.00529256124023925,81.93241149807785,81.49992468367843,82.36719334336665
2020-03-01,436660,Dementia,Any antipsychotic,37490,-2.4550806294871492,0.005164666463043376,85.85627261484915,85.41399668994879,86.30083865613939
2020-04-01,436785,Dementia,Any antipsychotic,37995,-2.441986511059952,0.005130229286604734,86.98787733095233,86.54275234798072,87.43529177485613
2020-05-01,423490,Dementia,Any antipsychotic,35105,-2.4901863305932266,0.005337224996131853,82.89451935110624,82.45327121811357,83.33812882055037
2020-06-01,413555,Dementia,Any antipsychotic,34995,-2.4695853223597877,0.00534560668092394,84.61994172480088,84.16880367655094,85.0734978368665
2020-07-01,409860,Dementia,Any antipsychotic,35815,-2.437448837905399,0.005284057346484367,87.3834968037866,86.92297517840619,87.8464582923563
2020-08-01,410215,Dementia,Any antipsychotic,35005,-2.461190504068578,0.005344843077365885,85.33330083005256,84.87842443220916,85.7906149797593
2020-09-01,410910,Dementia,Any antipsychotic,36295,-2.426694221678035,0.005249000324653841,88.32834440631774,87.86592358309636,88.79319885806117
2020-10-01,413830,Dementia,Any antipsychotic,37030,-2.413726866549698,0.005196646127531368,89.4811879274098,89.01739199408905,89.94740031736836
2020-11-01,415945,Dementia,Any antipsychotic,36355,-2.4372212938800657,0.005244667082040222,87.40338265876498,86.94618099812753,87.86298848892535
2020-12-01,416975,Dementia,Any antipsychotic,37370,-2.4121580244658443,0.005172952029540868,89.62167995683195,89.15926835328547,90.08648979103963
2021-01-01,416640,Dementia,Any antipsychotic,37020,-2.4207642324347987,0.005197347950227185,88.85368663594467,88.39308111026848,89.31669232063349
2021-02-01,411475,Dementia,Any antipsychotic,35110,-2.461262274749792,0.00533684494664256,85.32717662069376,84.87301169119549,85.78377183726535
2021-03-01,409080,Dementia,Any antipsychotic,36565,-2.4148192372148984,0.00522958481750672,89.38349467096893,88.91727623127186,89.8521576258685
2021-04-01,410640,Dementia,Any antipsychotic,35910,-2.4367011100140568,0.005277063223833966,87.44886031560486,86.98860262341867,87.91155323650871
2021-05-01,413110,Dementia,Any antipsychotic,35865,-2.443952011745081,0.005280372765221567,86.81707051390671,86.35985222307312,87.27670947314228
2021-06-01,416305,Dementia,Any antipsychotic,37360,-2.410817551337462,0.005173644294787122,89.74189596569826,89.27880229155751,90.20739173020678
2021-07-01,419595,Dementia,Any antipsychotic,38085,-2.399469456515811,0.0051241639887757715,90.76609587816831,90.30218511076896,91.23238990129782
2021-08-01,422335,Dementia,Any antipsychotic,37075,-2.4328559499511595,0.005193491440036327,87.7857624871252,87.33102972853645,88.24286303963984
2021-09-01,423625,Dementia,Any antipsychotic,38280,-2.403921063342462,0.0051110959671367764,90.36293892003542,89.90226354822316,90.82597487532819
2021-10-01,425565,Dementia,Any antipsychotic,38245,-2.409404865029866,0.00511343414794527,89.86876270369976,89.41039761225935,90.32947761756196
2021-11-01,426785,Dementia,Any antipsychotic,38710,-2.4001824089533277,0.005082629049740236,90.70140703164361,90.2415749931582,91.16358217532897
2021-12-01,427945,Dementia,Any antipsychotic,38455,-2.409505956142449,0.005099452985511272,89.85967822967909,89.40260941620014,90.31908379710316
2019-01-01,262430,Learning Disability,Any antipsychotic,33070,-2.0713578528094327,0.005498989653455665,126.01455626262239,125.32350530396869,126.7094177708318
2019-02-01,264030,Learning Disability,Any antipsychotic,31300,-2.1324446355077216,0.005652334189427788,118.54713479528853,117.87895693347325,119.21910011558354
2019-03-01,265420,Learning Disability,Any antipsychotic,33010,-2.084502931144002,0.005503984951672767,124.36892472308035,123.6862803883479,125.05533668091765
2019-04-01,267090,Learning Disability,Any antipsychotic,33005,-2.090926615112956,0.005504401841273941,123.57257853158102,122.89425400085915,124.25464712806674
2019-05-01,268300,Learning Disability,Any antipsychotic,33560,-2.078770875832573,0.005458697448166423,125.0838613492359,124.40292659372653,125.76852328507742
2019-06-01,269435,Learning Disability,Any antipsychotic,32940,-2.1016394491251575,0.005509830040881357,122.25583164770734,121.58407512539915,122.93129964970394
2019-07-01,270555,Learning Disability,Any antipsychotic,34070,-2.0720581731173966,0.005417687282008639,125.92633660438734,125.245951812296,126.61041751167129
2019-08-01,272060,Learning Disability,Any antipsychotic,33680,-2.0891184408311583,0.005448964250322652,123.79622142174516,123.12349473323606,124.47262377912976
2019-09-01,273290,Learning Disability,Any antipsychotic,33250,-2.1064787353347074,0.005484084971058418,121.66562991693803,121.00023148285669,122.33468747687932
2019-10-01,274660,Learning Disability,Any antipsychotic,34460,-2.0757347380023528,0.005386942791660283,125.46421029636637,124.79015894117599,126.14190252543084
2019-11-01,276170,Learning Disability,Any antipsychotic,34090,-2.0920125319818896,0.005416097818198004,123.43846181699674,122.77171424816449,124.10883035278596
2019-12-01,277685,Learning Disability,Any antipsychotic,33935,-2.1020404475739274,0.005428452890168314,122.20681707690377,121.54522047520219,122.87201489025045
2020-01-01,278720,Learning Disability,Any antipsychotic,34805,-2.080446639043508,0.0053601776177773,124.87442594718715,124.20686755828855,125.54557217475643
2020-02-01,280315,Learning Disability,Any antipsychotic,33860,-2.1136795941259696,0.005434461584281814,120.7926796639495,120.1380169674896,121.45090978441849
2020-03-01,281860,Learning Disability,Any antipsychotic,35480,-2.072441336321986,0.005308944612377776,125.87809550840848,125.2115864666922,126.5481524190978
2020-04-01,282940,Learning Disability,Any antipsychotic,34190,-2.113301657379578,0.0054081714304908225,120.8383402841592,120.18658980224423,121.49362509291859
2020-05-01,283035,Learning Disability,Any antipsychotic,34140,-2.1151008475414925,0.0054121302710988745,120.62112459589802,119.97007073945663,121.27571159290834
2020-06-01,283425,Learning Disability,Any antipsychotic,34740,-2.099055777090703,0.005365189833152641,122.57210902355128,121.91624737477673,123.23149895105486
2020-07-01,284600,Learning Disability,Any antipsychotic,35305,-2.0870600886874415,0.005322086049183401,124.05130007027411,123.39284211594584,124.7132717363395
2020-08-01,286350,Learning Disability,Any antipsychotic,34485,-2.116690391956612,0.005384989797798608,120.42954426401256,119.78277538163633,121.07980538461652
2020-09-01,287865,Learning Disability,Any antipsychotic,35715,-2.0869208516313846,0.005291449707886301,124.06857381064039,123.4138050577179,124.72681642225805
2020-10-01,289930,Learning Disability,Any antipsychotic,35945,-2.087649522097665,0.005274493433945128,123.97820163487745,123.32600095054866,124.63385143560798
2020-11-01,292235,Learning Disability,Any antipsychotic,35465,-2.1090119784613175,0.005310067208607912,121.35781135045434,120.71510114328937,122.00394346926485
2020-12-01,294890,Learning Disability,Any antipsychotic,36185,-2.097957737128258,0.00525697257689319,122.70677201668407,122.06339846143734,123.35353667472498
2021-01-01,296535,Learning Disability,Any antipsychotic,35915,-2.111010219789246,0.005276695881017481,121.11555128399675,120.47814453316755,121.75633032585496
2021-02-01,298305,Learning Disability,Any antipsychotic,35625,-2.125068814440761,0.005298129428249739,119.42474983657652,118.79369523563247,120.05915671904177
2021-03-01,300955,Learning Disability,Any antipsychotic,37165,-2.091593293734002,0.005187199262595015,123.49022279078267,122.85131290722002,124.13245543768952
2021-04-01,305310,Learning Disability,Any antipsychotic,36295,-2.1296476631351466,0.005249000324653841,118.87917198912572,118.25680999485793,119.50480935038443
2021-05-01,307150,Learning Disability,Any antipsychotic,36370,-2.1335919686110394,0.005243585447185561,118.41119973954086,117.79192552335785,119.03372970142229
2021-06-01,308830,Learning Disability,Any antipsychotic,37475,-2.1091169197022466,0.0051656999820070635,121.34507657934783,120.71986054895893,121.97353064433084
2021-07-01,310455,Learning Disability,Any antipsychotic,37410,-2.1161009149742367,0.005170185744835289,120.50055563608251,119.87915314844572,121.12517920963374
2021-08-01,312050,Learning Disability,Any antipsychotic,36855,-2.1361721367388,0.005208969232640363,118.10607274475242,117.4924613744556,118.72288873694033
2021-09-01,313435,Learning Disability,Any antipsychotic,37665,-2.118860720775003,0.005152654397326121,120.16845597970871,119.55086194730674,120.78924047333066
2021-10-01,315020,Learning Disability,Any antipsychotic,37490,-2.128561898125769,0.005164666463043376,119.00831693225825,118.39526314085774,119.62454513234016
2021-11-01,316545,Learning Disability,Any antipsychotic,38000,-2.1198792518460006,0.005129891760416887,120.04612298409384,119.43187622365714,120.66352885995798
2021-12-01,317925,Learning Disability,Any antipsychotic,37775,-2.1301679977480066,0.005145146717549372,118.81733113155626,118.20756853447206,119.43023913150607
2019-01-01,469375,Serious Mental Illness,Any antipsychotic,181320,-0.9511385964457499,0.0023484274324001462,386.3009320905462,385.394796797406,387.20919787734204
2019-02-01,471845,Serious Mental Illness,Any antipsychotic,170700,-1.0167429120229048,0.0024203782378572733,361.77134440335254,360.89677972988005,362.64802841789725
2019-03-01,473800,Serious Mental Illness,Any antipsychotic,180720,-0.9638364195649379,0.00235232265390664,381.4267623469816,380.53057800372005,382.3250572864043
2019-04-01,475900,Serious Mental Illness,Any antipsychotic,179435,-0.9753947227705645,0.0023607305513993608,377.0434965328852,376.1544482460322,377.93464610249595
2019-05-01,478285,Serious Mental Illness,Any antipsychotic,182825,-0.9616773779670099,0.0023387414292133685,382.25116823651166,381.3582261802933,383.1462010972834
2019-06-01,480605,Serious Mental Illness,Any antipsychotic,178445,-0.9907652964196682,0.0023672700752272306,371.2924334952817,370.41452356324703,372.17242413905893
2019-07-01,483225,Serious Mental Illness,Any antipsychotic,186750,-0.9507115596798887,0.0023140337816685793,386.4659320192458,385.5726707141066,387.36126275466336
2019-08-01,486310,Serious Mental Illness,Any antipsychotic,184250,-0.9705527495670767,0.0023296798948529897,378.8735580185477,377.9919312605526,379.7572410790089
2019-09-01,488745,Serious Mental Illness,Any antipsychotic,180760,-0.9946706965251393,0.00235206236924151,369.8452158078345,368.97633902005344,370.71613865329607
2019-10-01,491590,Serious Mental Illness,Any antipsychotic,188650,-0.9577515893334115,0.0023023513257866383,383.7547549787423,382.8722330374618,384.6393111364262
2019-11-01,494790,Serious Mental Illness,Any antipsychotic,186410,-0.9761848812470157,0.0023161431455902136,376.7456900907458,375.87410289300556,377.619298348829
2019-12-01,497110,Serious Mental Illness,Any antipsychotic,186275,-0.9815872531352237,0.002316982288504632,374.7158576572587,373.84865268908004,375.58507425354264
2020-01-01,499010,Serious Mental Illness,Any antipsychotic,190845,-0.9611645553681055,0.0022890728105608286,382.44724554618153,381.5727971747554,383.3236978863391
2020-02-01,501645,Serious Mental Illness,Any antipsychotic,184520,-1.000134839523788,0.0023279748118211064,367.82983982696936,366.97453717260765,368.6871359238087
2020-03-01,503665,Serious Mental Illness,Any antipsychotic,197885,-0.9342253106529362,0.00224798579385356,392.8901154537241,392.00789603551846,393.7743203194417
2020-04-01,505755,Serious Mental Illness,Any antipsychotic,184840,-1.0065617763043848,0.0023259588124719247,365.4734011527318,364.62431292951743,366.3244666187829
2020-05-01,505765,Serious Mental Illness,Any antipsychotic,186815,-0.9959533121736752,0.0023136311767342657,369.3711506331995,368.517549862755,370.2267286073771
2020-06-01,506535,Serious Mental Illness,Any antipsychotic,189965,-0.9807535783141839,0.002294368671868659,375.0283790853542,374.16891206545023,375.88982030336626
2020-07-01,508320,Serious Mental Illness,Any antipsychotic,194030,-0.963098384238025,0.0022702075212084633,381.7083726786276,380.84279834849434,382.57591427432095
