date,population,group,variable,value,est,se,rate,lci,uci
2020-09-01,56521395,All,Any antipsychotic,47110,-7.089889225310594,0.004607267707556913,0.8334896900545351,0.8296584125586894,0.8373386599970889
2020-10-01,56729040,All,Any antipsychotic,50945,-7.015294908487827,0.004430464047842407,0.8980409328273502,0.8940709955869027,0.9020284977525911
2020-11-01,56911960,All,Any antipsychotic,49525,-7.046783198763904,0.004493531162896559,0.8702037322207843,0.8663022169870134,0.8741228184832572
2020-12-01,57076265,All,Any antipsychotic,48515,-7.070270606494655,0.004540064074371605,0.8500030616929823,0.8461527402960332,0.8538709035376637
2021-01-01,57199740,All,Any antipsychotic,52755,-6.9886460773089585,0.004353797105631486,0.9222944020374911,0.918287647965684,0.926318638733863
2021-02-01,57373210,All,Any antipsychotic,49965,-7.046009988305339,0.004473702024813983,0.8708768430422479,0.8669895014336177,0.8747816144176253
2021-03-01,57546145,All,Any antipsychotic,53255,-6.985250729781056,0.004333310463140197,0.9254312343598329,0.9214297296517202,0.9294501164537774
2021-04-01,57808130,All,Any antipsychotic,45020,-7.15777786673,0.004712997991361999,0.7787831919143544,0.7751214240255446,0.7824622584400692
2021-05-01,57991080,All,Any antipsychotic,46610,-7.1262293742130876,0.004631913586338663,0.8037442999854453,0.800030034561319,0.8074758094717253
2021-06-01,58191290,All,Any antipsychotic,48985,-7.079976837365903,0.004518231133445433,0.841792646287788,0.8379978119704783,0.8456046653367169
2021-07-01,58425630,All,Any antipsychotic,52195,-7.020523237543858,0.004377090731122345,0.8933579321267062,0.8894561688178905,0.8972768112389217
2021-08-01,58608095,All,Any antipsychotic,49180,-7.083141069168357,0.004509264783725896,0.8391332289507103,0.83535787346848,0.8429256469512575
2021-09-01,58785925,All,Any antipsychotic,52920,-7.012876395237916,0.004347004424640296,0.9002154852543344,0.8963107376831082,0.9041372437269745
2021-10-01,59069475,All,Any antipsychotic,51340,-7.047999397058507,0.00441338757321497,0.869146035240705,0.8653186090994945,0.8729903906270656
2021-11-01,59316925,All,Any antipsychotic,52745,-7.025180976282917,0.004354209807381843,0.8892065797409412,0.885343204807013,0.8930868132962481
2021-12-01,59519040,All,Any antipsychotic,47320,-7.137118501234456,0.004597033112819458,0.795039704941477,0.7913932689070402,0.7987029423517603
2019-01-01,364950,Autism,Any antipsychotic,425,-6.755426467955361,0.04850712433609826,1.1645430880942604,1.109402616025619,1.2224241987877191
2019-02-01,370235,Autism,Any antipsychotic,400,-6.830428671034603,0.04999999921901034,1.080394884330223,1.027703404857579,1.1357879136818425
2019-03-01,374940,Autism,Any antipsychotic,460,-6.70329480266804,0.046625239861310015,1.2268629647410272,1.1709732451070203,1.2854202609177268
2019-04-01,380055,Autism,Any antipsychotic,415,-6.819792737840608,0.04908806865505321,1.0919472181657934,1.0396399720382798,1.14688619072845
2019-05-01,384840,Autism,Any antipsychotic,440,-6.773808215562894,0.047673128846852354,1.1433322939403394,1.0901049048290117,1.1991586576448996
2019-06-01,389770,Autism,Any antipsychotic,400,-6.881847553440952,0.04999999921901034,1.0262462477871563,0.9761956284409926,1.078863017220404
2019-07-01,395030,Autism,Any antipsychotic,440,-6.7999422634540325,0.047673128846852354,1.1138394552312494,1.0619850937255324,1.1682257494571637
2019-08-01,400790,Autism,Any antipsychotic,405,-6.897305811235193,0.04969039874288444,1.0105042540981568,0.9615190215016542,1.0619850722825408
2019-09-01,405590,Autism,Any antipsychotic,440,-6.826323349210521,0.047673128846852354,1.0848393698069476,1.0343350959698132,1.1378096545971619
2019-10-01,411535,Autism,Any antipsychotic,465,-6.785611944572968,0.046373889039994204,1.129916046022818,1.0787138430134853,1.183548611458654
2019-11-01,417575,Autism,Any antipsychotic,480,-6.768433343956212,0.04564354596363721,1.1494941028557744,1.0982064938950589,1.2031769069346483
2019-12-01,422965,Autism,Any antipsychotic,445,-6.856970430122055,0.04740454571571031,1.0520965091674261,1.0033860228119669,1.103171700060363
2020-01-01,427765,Autism,Any antipsychotic,480,-6.79254315444982,0.04564354596363723,1.1221114396923537,1.0720455780352036,1.1745154393492583
2020-02-01,433855,Autism,Any antipsychotic,445,-6.882391373709512,0.04740454571571031,1.0256883060008524,0.9782004797424556,1.075481481407454
2020-03-01,439330,Autism,Any antipsychotic,460,-6.861779628611141,0.046625239861310036,1.0470489153938958,0.9993506214472619,1.0970238149648144
2020-04-01,444505,Autism,Any antipsychotic,420,-6.964461871189343,0.04879500295610696,0.9448712612906494,0.8998730374011833,0.9921196249987883
2020-05-01,447525,Autism,Any antipsychotic,405,-7.007600613951853,0.04969039874288448,0.9049773755656111,0.8611076668960346,0.9510820560194835
2020-06-01,450260,Autism,Any antipsychotic,415,-6.989301952444266,0.04908806865505321,0.9216896904011022,0.8775382436214811,0.9680625221367669
2020-07-01,453585,Autism,Any antipsychotic,445,-6.926863679899586,0.04740454571571031,0.9810730072643493,0.9356508022502137,1.0287002835544188
2020-08-01,457545,Autism,Any antipsychotic,380,-7.093459266795928,0.05129891671643011,0.8305194024631453,0.7889889963718979,0.8742358651889403
2020-09-01,461095,Autism,Any antipsychotic,415,-7.01308085427052,0.04908806865505321,0.900031446881879,0.8569174889621615,0.9453145907400868
2020-10-01,466160,Autism,Any antipsychotic,485,-6.868135310879474,0.045407660436184466,1.0404153080487375,0.9942290240923606,1.0887471467757028
2020-11-01,471245,Autism,Any antipsychotic,470,-6.910400712904391,0.046126559879562455,0.9973580621545053,0.9523982576501886,1.044440281315537
2020-12-01,476655,Autism,Any antipsychotic,440,-6.9877735108316665,0.047673128846852354,0.9230995164217314,0.8801249783898144,0.9681724052156452
2021-01-01,481260,Autism,Any antipsychotic,485,-6.9000140526515406,0.045407660436184445,1.0077712670905554,0.9630341226590534,1.0545866474275092
2021-02-01,486710,Autism,Any antipsychotic,480,-6.921637638246441,0.0456435459636372,0.9862135563271754,0.9422111250811136,1.0322709558324985
2021-03-01,492240,Autism,Any antipsychotic,515,-6.862554780750636,0.04406526450867329,1.0462376076710544,1.0011358783445394,1.0933711950422598
2021-04-01,499315,Autism,Any antipsychotic,460,-6.989765948613189,0.046625239861310015,0.9212621291168899,0.8792940498891988,0.9652333148983937
2021-05-01,505235,Autism,Any antipsychotic,460,-7.001552457068889,0.046625239861310036,0.9104674062564949,0.8689910804287622,0.9539233675982303
2021-06-01,511810,Autism,Any antipsychotic,500,-6.931100642977128,0.04472135910290143,0.9769250307731384,0.9341981389037824,1.0216060983283484
2021-07-01,518800,Autism,Any antipsychotic,550,-6.849355453197909,0.0426401429188096,1.060138781804164,1.015884521611599,1.106320859089645
2021-08-01,525550,Autism,Any antipsychotic,535,-6.889933865355495,0.0432337697391853,1.0179811625915698,0.9749078199327483,1.062957570145216
2021-09-01,531520,Autism,Any antipsychotic,535,-6.901229358511061,0.0432337697391853,1.0065472606863335,0.963957715167174,1.051018495992284
2021-10-01,538615,Autism,Any antipsychotic,550,-6.886838030726748,0.04264014291880961,1.021137547227612,0.9785113482025148,1.0656206412664104
2021-11-01,544795,Autism,Any antipsychotic,580,-6.845136752554977,0.041522739618359304,1.064620637120385,1.0213198759239959,1.1097572148561228
2021-12-01,550590,Autism,Any antipsychotic,500,-7.004137611098435,0.04472135910290143,0.9081167474890578,0.8683992616508568,0.9496507695116734
2019-01-01,230530,Care Home,Any antipsychotic,1295,-5.1818703106600035,0.02778850067741539,5.617490131436256,5.463537466713784,5.775780905509958
2019-02-01,230490,Care Home,Any antipsychotic,1245,-5.221071947630983,0.02834101001755111,5.401535858388647,5.250599819095303,5.556810771095027
2019-03-01,230010,Care Home,Any antipsychotic,1295,-5.179612091087413,0.02778850067741539,5.630189991739483,5.4758892752555415,5.788838625047646
2019-04-01,231065,Care Home,Any antipsychotic,1360,-5.1352143564738055,0.02711630719068403,5.885789712851357,5.728333297152951,6.047574180281131
2019-05-01,232390,Care Home,Any antipsychotic,1315,-5.174580329162346,0.02757637161712262,5.658591161409702,5.504679662514904,5.81680604414232
2019-06-01,232935,Care Home,Any antipsychotic,1250,-5.227615893375053,0.02828427120221189,5.3663039045227166,5.216648335785114,5.520252802580707
2019-07-01,233655,Care Home,Any antipsychotic,1315,-5.18000900281695,0.02757637161712262,5.6279557467205965,5.474877519299133,5.785314059610255
2019-08-01,235795,Care Home,Any antipsychotic,1295,-5.204452088316436,0.02778850067741539,5.492058779872345,5.341543680746106,5.646815123930575
2019-09-01,237510,Care Home,Any antipsychotic,1245,-5.2510741979347815,0.02834101001755111,5.241884552229378,5.095409676658989,5.392570058648871
2019-10-01,240575,Care Home,Any antipsychotic,1455,-5.108025990619009,0.026216125223697963,6.04800997609893,5.891514899434827,6.208661998716349
2019-11-01,242830,Care Home,Any antipsychotic,1515,-5.07694617107564,0.025691749748953947,6.2389325865832,6.080685024638622,6.401298482360221
2019-12-01,243455,Care Home,Any antipsychotic,1425,-5.1407603067953636,0.026490647108690018,5.853237764679308,5.700217460502258,6.010365844332064
2020-01-01,243440,Care Home,Any antipsychotic,1465,-5.113015263119686,0.026126497183227897,6.017909957278996,5.862719173113124,6.177208763469949
2020-02-01,243485,Care Home,Any antipsychotic,1365,-5.183900910345551,0.02706659806172501,5.606094831303779,5.456392027867305,5.75990491465018
2020-03-01,244985,Care Home,Any antipsychotic,1810,-4.907870138902902,0.023505024718178,7.388207441271911,7.216572486755036,7.563924466282234
2020-04-01,246465,Care Home,Any antipsychotic,3055,-4.390440402948346,0.018092325501452382,12.395269105146772,12.173026368023255,12.621569324174205
2020-05-01,241460,Care Home,Any antipsychotic,1850,-4.871518188814008,0.023249527731782224,7.6617245092354835,7.48564781409918,7.841942863629617
2020-06-01,240335,Care Home,Any antipsychotic,1365,-5.17087935476863,0.02706659806172501,5.679572263715237,5.527907349762919,5.83539829048453
2020-07-01,250310,Care Home,Any antipsychotic,1365,-5.211545721060274,0.02706659806172501,5.4532379848987285,5.307617006532982,5.602854253300303
2020-08-01,260090,Care Home,Any antipsychotic,1395,-5.228133309690933,0.026773977595690862,5.363528009535156,5.221830399602009,5.509070672088606
2020-09-01,266485,Care Home,Any antipsychotic,1560,-5.1406321355821465,0.025318484151084605,5.853988029344994,5.707634469297158,6.004094346275546
2020-10-01,272870,Care Home,Any antipsychotic,1670,-5.096171864865416,0.024470439189686003,6.120130465056613,5.97218570372078,6.271740158042693
2020-11-01,278815,Care Home,Any antipsychotic,1810,-5.037221634169968,0.023505024718178,6.491759769022463,6.340950130615932,6.646156180163017
2020-12-01,284975,Care Home,Any antipsychotic,1870,-5.026463026256346,0.02312486448661279,6.56197912097553,6.4119753362373135,6.715492141831456
2021-01-01,293850,Care Home,Any antipsychotic,2550,-4.746976073888324,0.01980295085192029,8.677896886166417,8.507739292532861,8.85145768782923
2021-02-01,297625,Care Home,Any antipsychotic,1810,-5.102507459529293,0.023505024718178,6.081478370432588,5.940199951844376,6.226116876512904
2021-03-01,297505,Care Home,Any antipsychotic,1785,-5.11601261633554,0.023669053397987534,5.999899161358629,5.859554690086503,6.143605077596868
2021-04-01,299800,Care Home,Any antipsychotic,1575,-5.2488603133909,0.0251976315085562,5.253502334889929,5.122780377218271,5.387560026081124
2021-05-01,301700,Care Home,Any antipsychotic,1590,-5.245699129932874,0.02507849310397829,5.270135896586018,5.139612337717612,5.403974180048465
2021-06-01,303750,Care Home,Any antipsychotic,1560,-5.271519173393312,0.025318484151084605,5.135802469135807,5.007404021565938,5.267493273637001
2021-07-01,307515,Care Home,Any antipsychotic,1700,-5.197895615482478,0.024253562482654353,5.528185616961771,5.395720293025082,5.663902974193873
2021-08-01,309510,Care Home,Any antipsychotic,1610,-5.258756222784021,0.0249222392899266,5.201770540531815,5.073732890010562,5.3330392716610495
2021-09-01,312360,Care Home,Any antipsychotic,1725,-5.198929318311151,0.024077170596926732,5.5224740683826345,5.391096465285059,5.65705326037902
2021-10-01,317000,Care Home,Any antipsychotic,1875,-5.130293114454906,0.02309401075116379,5.914826498422716,5.779794646558508,6.053013064620716
2021-11-01,320630,Care Home,Any antipsychotic,1960,-5.0973433371029255,0.022587697557932877,6.112965099959451,5.976435047663576,6.25261414460298
2021-12-01,325200,Care Home,Any antipsychotic,2035,-5.073944558779098,0.022167554912692258,6.257687576875766,6.120496160959914,6.39795414946291
2019-01-01,416385,Dementia,Any antipsychotic,2190,-5.247708769208803,0.021368692147396513,5.25955545949062,5.148357942031648,5.3731546918319415
2019-02-01,416795,Dementia,Any antipsychotic,2030,-5.324558701152279,0.02219483806745985,4.870499886035097,4.76359073409578,4.9798083974925555
2019-03-01,416545,Dementia,Any antipsychotic,2115,-5.282939686489695,0.021744269089629717,5.077482624926478,4.968268173775261,5.189097871671463
2019-04-01,417770,Dementia,Any antipsychotic,2065,-5.309800815440149,0.022005942393882417,4.942911171218613,4.8353258524740115,5.052890248142606
2019-05-01,419225,Dementia,Any antipsychotic,2085,-5.303638913382409,0.02190014398132662,4.973462937563358,4.865727400968848,5.083583923421425
2019-06-01,421180,Dementia,Any antipsychotic,2040,-5.330110487895507,0.02214037212520286,4.843534830713712,4.7374755950821426,4.951968445112411
2019-07-01,423845,Dementia,Any antipsychotic,2100,-5.307430477629291,0.02182178901122939,4.954641437317891,4.847693439502673,5.063948881822432
2019-08-01,426975,Dementia,Any antipsychotic,2105,-5.312409996370911,0.021795856989042125,4.930031032261841,4.823739347977845,5.038664866760205
2019-09-01,429115,Dementia,Any antipsychotic,1970,-5.383691405523111,0.022530295438454053,4.590843946261492,4.488567363042564,4.695451005694515
2019-10-01,431610,Dementia,Any antipsychotic,2320,-5.225955217038832,0.020761369953792366,5.375223002247403,5.264776486559325,5.4879865076232255
2019-11-01,434280,Dementia,Any antipsychotic,2330,-5.227821219786042,0.020716769752086552,5.365202173712811,5.255195936932561,5.477511154724823
2019-12-01,435570,Dementia,Any antipsychotic,2250,-5.265725301947377,0.02108185105737902,5.165645016874441,5.057883554696778,5.275702406312012
2020-01-01,435790,Dementia,Any antipsychotic,2265,-5.2595857170066065,0.021011927644138,5.19745749099337,5.0893882379504944,5.3078215116796645
2020-02-01,435725,Dementia,Any antipsychotic,2230,-5.275009724935718,0.02117617748373618,5.117906936714669,5.010668686565158,5.227440298158598
2020-03-01,436660,Dementia,Any antipsychotic,2660,-5.100828737441362,0.019389168351386665,6.091696056428347,5.97472082686877,6.210961469031954
2020-04-01,436785,Dementia,Any antipsychotic,4410,-4.595566393722946,0.015058465046485186,10.096500566640342,9.94560176933855,10.24968886311526
2020-05-01,423490,Dementia,Any antipsychotic,2885,-4.989005001102376,0.018617745577764522,6.812439490897067,6.686780597981442,6.940459782865258
2020-06-01,413555,Dementia,Any antipsychotic,2320,-5.183223330823072,0.020761369953792366,5.609894693571597,5.494626299679294,5.727581232376011
2020-07-01,409860,Dementia,Any antipsychotic,2165,-5.243395276517361,0.021491713843746724,5.282291514175568,5.16997725257062,5.397045727204595
2020-08-01,410215,Dementia,Any antipsychotic,1925,-5.361755444757992,0.022792115276551957,4.692661165486393,4.586915156571109,4.8008450259903395
2020-09-01,410910,Dementia,Any antipsychotic,2055,-5.298098364466641,0.022059419853887107,5.00109513032051,4.891981786318957,5.112642195942305
2020-10-01,413830,Dementia,Any antipsychotic,2315,-5.1860455739370215,0.020783778346623864,5.594084527462969,5.479018213005454,5.711567380104534
2020-11-01,415945,Dementia,Any antipsychotic,2405,-5.153003136424362,0.02039118474834155,5.782014449025711,5.6653062770405205,5.901126868326413
2020-12-01,416975,Dementia,Any antipsychotic,2495,-5.1187375387597545,0.020020030042047946,5.983572156604115,5.864972012726043,6.104570605895646
2021-01-01,416640,Dementia,Any antipsychotic,2975,-4.941978500582557,0.018333969935385733,7.140456989247307,7.010736841721132,7.272577357613903
2021-02-01,411475,Dementia,Any antipsychotic,2230,-5.217746679458105,0.02117617748373618,5.4195273102861625,5.305969046609401,5.535515946084586
2021-03-01,409080,Dementia,Any antipsychotic,2200,-5.225453375573543,0.021320071624549283,5.37792118900948,5.264477138797126,5.493809841447141
2021-04-01,410640,Dementia,Any antipsychotic,1960,-5.344772445009623,0.022587697557932877,4.77303721020845,4.6664337846590005,4.882075962361322
2021-05-01,413110,Dementia,Any antipsychotic,1890,-5.387137072251927,0.02300218529531444,4.5750526494154125,4.471017545056851,4.681508523281099
2021-06-01,416305,Dementia,Any antipsychotic,2045,-5.3160203752033395,0.022113289091123936,4.912263845017474,4.804829772750735,5.022100100177201
2021-07-01,419595,Dementia,Any antipsychotic,2135,-5.280823313659975,0.021642182755621134,5.088239850331869,4.979302308696668,5.199560735504335
2021-08-01,422335,Dementia,Any antipsychotic,2030,-5.337763044921459,0.02219483806745985,4.806610865781906,4.701104099867294,4.914485517498935
2021-09-01,423625,Dementia,Any antipsychotic,2085,-5.3140797746764505,0.02190014398132662,4.921805842431396,4.815189305803876,5.03078305174706
2021-10-01,425565,Dementia,Any antipsychotic,2225,-5.2536607821854915,0.02119995758942214,5.228343496293163,5.11866948570545,5.340367412189663
2021-11-01,426785,Dementia,Any antipsychotic,2350,-5.201865045386817,0.020628424915838047,5.5062853661679805,5.393862907632906,5.621051007946584
2021-12-01,427945,Dementia,Any antipsychotic,2465,-5.156802875156813,0.02014148735448246,5.760085992358834,5.645229862696569,5.8772789498991225
2019-01-01,262430,Learning Disability,Any antipsychotic,395,-6.49885389388415,0.050315459736726506,1.5051632816370064,1.4313040121588365,1.5828338949257905
2019-02-01,264030,Learning Disability,Any antipsychotic,335,-6.669687480210899,0.05463583525419474,1.2687952126652293,1.2013332281434634,1.3400455876593442
2019-03-01,265420,Learning Disability,Any antipsychotic,395,-6.510182991090119,0.05031545973672653,1.4882073694521882,1.4151801368052284,1.5650030104942185
2019-04-01,267090,Learning Disability,Any antipsychotic,370,-6.581837953597557,0.051987523541975236,1.3853008349245568,1.3151224798234982,1.4592240895313648
2019-05-01,268300,Learning Disability,Any antipsychotic,370,-6.586358030775445,0.051987523541975236,1.379053298546404,1.3091914391951485,1.4526431683672472
2019-06-01,269435,Learning Disability,Any antipsychotic,365,-6.6041850992742965,0.05234239127716216,1.3546866591200126,1.2856028964465802,1.427482739398135
2019-07-01,270555,Learning Disability,Any antipsychotic,410,-6.492073524074055,0.04938647909823758,1.5154035223891644,1.4423810800231935,1.5921228220995245
2019-08-01,272060,Learning Disability,Any antipsychotic,370,-6.600274903549151,0.051987523541975236,1.3599941189443507,1.2910977840772557,1.4325669413840048
2019-09-01,273290,Learning Disability,Any antipsychotic,365,-6.618391427836215,0.05234239127716216,1.335577591569396,1.2674683171871786,1.4073468179945703
2019-10-01,274660,Learning Disability,Any antipsychotic,435,-6.447943216995589,0.04794632951527591,1.583776305250127,1.5096317281990548,1.6615624448117066
2019-11-01,276170,Learning Disability,Any antipsychotic,385,-6.575528562826054,0.05096471828447644,1.3940688706231672,1.3248006534216583,1.466958829633063
2019-12-01,277685,Learning Disability,Any antipsychotic,400,-6.5427781096038045,0.04999999921901037,1.4404811206943124,1.370228028512328,1.5143361658785925
2020-01-01,278720,Learning Disability,Any antipsychotic,415,-6.509684452415576,0.04908806865505321,1.4889494833524692,1.41762474731992,1.5638627698668939
2020-02-01,280315,Learning Disability,Any antipsychotic,305,-6.823357473205683,0.057259831893230126,1.0880616449351634,1.0275095624680792,1.152182117249923
2020-03-01,281860,Learning Disability,Any antipsychotic,400,-6.55770122563752,0.04999999921901037,1.419144256013624,1.3499317749856161,1.4919053367700166
2020-04-01,282940,Learning Disability,Any antipsychotic,355,-6.680872350537508,0.053074488190966496,1.2546829716547692,1.189827620911278,1.3230734702181102
2020-05-01,283035,Learning Disability,Any antipsychotic,325,-6.769500661560186,0.0554700183101615,1.1482678820640562,1.0863077916822246,1.2137620102476234
2020-06-01,283425,Learning Disability,Any antipsychotic,375,-6.627776790915386,0.05163977703171802,1.3231013495633794,1.2565108474534448,1.3932209059431124
2020-07-01,284600,Learning Disability,Any antipsychotic,375,-6.631913938667477,0.05163977703171805,1.317638791286017,1.2513232148260445,1.3874688519568736
2020-08-01,286350,Learning Disability,Any antipsychotic,325,-6.781144935492265,0.0554700183101615,1.1349746813340325,1.0737318869173336,1.1997106009095029
2020-09-01,287865,Learning Disability,Any antipsychotic,340,-6.741301281610249,0.0542326132822732,1.1811092004932884,1.1187605090081145,1.2469325939353273
2020-10-01,289930,Learning Disability,Any antipsychotic,370,-6.663891787877367,0.051987523541975236,1.2761701100265581,1.2115202398374028,1.3442698653914125
2020-11-01,292235,Learning Disability,Any antipsychotic,380,-6.645142299377073,0.05129891671643011,1.3003233698906709,1.2353002561123085,1.368769137638798
2020-12-01,294890,Learning Disability,Any antipsychotic,345,-6.750813267397126,0.053838189075436596,1.1699277696768282,1.1086065014104232,1.2346409519695505
2021-01-01,296535,Learning Disability,Any antipsychotic,400,-6.608455987190165,0.04999999921901037,1.3489132817374005,1.2831260056905451,1.4180735435007568
2021-02-01,298305,Learning Disability,Any antipsychotic,355,-6.733753942536295,0.053074488190966496,1.1900571562662379,1.128542354505076,1.254925018566607
2021-03-01,300955,Learning Disability,Any antipsychotic,390,-6.648569291769704,0.05063696752217049,1.295874798557924,1.2318893154135737,1.3631837475380355
2021-04-01,305310,Learning Disability,Any antipsychotic,330,-6.829990278393561,0.055048186993095966,1.08086862533163,1.0229768054013393,1.142036631776752
2021-05-01,307150,Learning Disability,Any antipsychotic,355,-6.762973717116657,0.053074488190966496,1.155787074719193,1.0960437149947475,1.218786936882669
2021-06-01,308830,Learning Disability,Any antipsychotic,360,-6.754442211222888,0.052704626653170654,1.1656898617362312,1.1058435541004,1.228774946253623
2021-07-01,310455,Learning Disability,Any antipsychotic,395,-6.666908477415306,0.050315459736726506,1.2723261020115646,1.2098922932819383,1.3379816689870543
2021-08-01,312050,Learning Disability,Any antipsychotic,405,-6.64703164325565,0.04969039874288445,1.2978689312610159,1.2349534005052005,1.3639897360042277
2021-09-01,313435,Learning Disability,Any antipsychotic,375,-6.7284212550643865,0.05163977703171802,1.1964203104311908,1.1362055511971927,1.2598262327657284
2021-10-01,315020,Learning Disability,Any antipsychotic,415,-6.632112887625028,0.04908806865505321,1.3173766744968576,1.2542707433591769,1.3836576446489126
2021-11-01,316545,Learning Disability,Any antipsychotic,400,-6.673756143446541,0.04999999921901034,1.2636433998325673,1.2020147849356198,1.3284317813328181
2021-12-01,317925,Learning Disability,Any antipsychotic,365,-6.769673431306455,0.05234239127716216,1.148069513249982,1.0895224232258687,1.209762717275258
2019-01-01,469375,Serious Mental Illness,Any antipsychotic,2330,-5.3055337549407895,0.020716769752086552,4.9640479360852225,4.862266826079519,5.067959614964363
2019-02-01,471845,Serious Mental Illness,Any antipsychotic,2245,-5.347945020629083,0.021105314449188128,4.7579183842151505,4.6585532748897736,4.859402912246
2019-03-01,473800,Serious Mental Illness,Any antipsychotic,2540,-5.22862121069424,0.019841894745625272,5.360911777121147,5.255589482276454,5.468344736398204
2019-04-01,475900,Serious Mental Illness,Any antipsychotic,2300,-5.33229862519196,0.020851441395853872,4.8329480983399895,4.733217540637721,4.9347800139566615
2019-05-01,478285,Serious Mental Illness,Any antipsychotic,2530,-5.241987486384595,0.01988106930442406,5.289733108920419,5.185606066574617,5.395951023732907
2019-06-01,480605,Serious Mental Illness,Any antipsychotic,2505,-5.2567569923735125,0.01998002994212763,5.212180480852256,5.109074419859836,5.317367321833325
2019-07-01,483225,Serious Mental Illness,Any antipsychotic,2535,-5.250288746649668,0.019861453049747624,5.2460034145584435,5.142838062285296,5.35123826421431
2019-08-01,486310,Serious Mental Illness,Any antipsychotic,2460,-5.2866849306922505,0.020161945955309055,5.058501778700831,4.957533814839927,5.161526113754949
2019-09-01,488745,Serious Mental Illness,Any antipsychotic,2475,-5.285600485047564,0.020100756296981118,5.063990424454474,4.963216595169429,5.166810379366728
2019-10-01,491590,Serious Mental Illness,Any antipsychotic,2780,-5.175194108041185,0.018966081039137144,5.655119103317804,5.548874364060918,5.763398119056579
2019-11-01,494790,Serious Mental Illness,Any antipsychotic,2650,-5.229573790130039,0.019425717240230105,5.355807514299,5.252771129885162,5.4608650217068835
2019-12-01,497110,Serious Mental Illness,Any antipsychotic,2435,-5.318864573040462,0.02026518240045023,4.898312244774795,4.800046107232865,4.998590078365407
2020-01-01,499010,Serious Mental Illness,Any antipsychotic,2630,-5.245642289441206,0.01949943939212841,5.270435462215185,5.168660428193886,5.3742145275892765
2020-02-01,501645,Serious Mental Illness,Any antipsychotic,2480,-5.309634138036517,0.020080483214400646,4.943735111483219,4.845452604161319,5.044011127365536
2020-03-01,503665,Serious Mental Illness,Any antipsychotic,2840,-5.178107312359198,0.018764665620204044,5.63866855945916,5.5338473723814685,5.745475251470582
2020-04-01,505755,Serious Mental Illness,Any antipsychotic,2690,-5.236511168692703,0.019280747175331504,5.31878083261658,5.217213061798854,5.422325906631758
2020-05-01,505765,Serious Mental Illness,Any antipsychotic,2360,-5.36741051549291,0.020584674230576232,4.666198728658572,4.57112840077761,4.763246329206359
